id,gender,ACE1,ACE2,ACE3,ACE4,ACE5,ACE6,ACE7,ACE8,ACE9,ACE10,RSQ1,RSQ2,RSQ3,RSQ4,RSQ5,RSQ6,RSQ7,RSQ8,RSQ9,RSQ10,RSQ11,RSQ12,RSQ13,RSQ14,RSQ15,RSQ16,RSQ17,RSQ18,RSQ19,RSQ20,RSQ21,RSQ22,RSQ23,RSQ24,RSQ25,RSQ26,RSQ27,RSQ28,RSQ29,RSQ30
140,2,0,0,0,0,0,0,0,1,0,0,5,5,NA,4,4,5,5,5,4,3,2,5,4,4,5,5,5,3,5,3,5,5,3,4,5,4,3,3,3,2
141,2,1,0,0,1,0,1,1,0,0,1,3,4,1,1,3,3,3,1,2,2,4,4,3,3,4,4,2,2,4,3,4,2,4,2,3,3,3,2,4,2
142,2,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
143,2,1,1,0,0,0,0,0,0,0,0,3,5,3,1,5,5,4,1,2,2,2,2,2,3,2,5,3,3,3,2,3,2,2,2,3,3,4,3,4,4
144,2,0,0,0,0,0,0,0,0,0,0,5,1,1,5,5,3,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,3,5,5,3,5,1,1,1,1
145,2,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,4,1,4,1,4,4,5,3,2,1,1,3,3,4,4,4,4,1,3,3,4,5,2
146,2,0,0,0,0,0,1,0,0,0,0,3,5,5,1,1,1,3,5,1,1,1,3,3,5,5,5,5,3,3,1,1,5,1,1,5,5,5,1,5,5
147,1,1,0,0,0,0,0,0,0,0,0,3,4,3,2,2,4,2,4,3,3,3,3,2,4,4,4,3,2,3,2,2,2,2,2,3,2,4,3,4,3
148,2,0,0,0,0,0,0,0,0,0,0,2,5,5,1,5,4,5,3,1,2,5,5,5,5,5,5,1,1,5,1,1,1,1,1,4,4,4,3,1,1
149,2,0,0,1,1,0,1,0,1,1,0,2,5,5,1,1,1,2,3,4,2,1,3,1,5,5,4,2,1,5,1,1,1,2,1,1,5,4,4,1,5
150,1,0,0,0,0,0,0,0,0,0,0,3,5,4,4,1,3,1,3,1,4,1,2,1,4,5,2,2,1,5,1,1,2,1,1,1,4,4,2,1,3
151,2,0,0,0,0,0,0,0,0,0,0,3,5,4,3,2,3,4,3,3,2,4,4,2,5,4,5,4,1,5,4,4,2,1,2,2,4,3,5,3,3
152,1,1,0,0,1,0,1,1,0,0,0,4,5,3,3,4,4,4,4,5,4,5,5,4,5,5,5,2,2,5,3,5,2,5,2,2,2,3,2,4,3
153,2,1,1,1,1,0,1,1,1,0,1,2,5,4,2,4,3,3,2,1,3,1,4,1,5,4,3,3,1,2,1,2,2,1,1,1,2,4,2,3,1
154,2,1,0,0,1,0,0,0,1,0,0,3,4,3,3,3,3,4,3,3,2,4,4,2,4,3,4,3,2,4,3,5,4,4,2,2,4,3,3,3,4
155,1,0,0,0,0,0,1,0,0,0,0,2,4,4,2,2,3,1,2,2,3,2,4,1,3,3,2,1,1,5,1,1,2,1,1,1,3,4,2,1,3
156,1,0,1,0,0,0,0,0,0,0,0,3,1,4,NA,1,1,5,3,3,4,3,1,2,5,3,3,3,NA,4,2,1,3,5,1,3,3,3,1,1,3
157,2,1,1,0,1,0,0,0,1,1,0,4,5,2,5,5,3,2,3,2,1,5,5,5,3,2,4,3,4,5,5,5,4,3,4,3,4,2,4,3,1
158,1,1,1,0,0,1,1,1,1,1,0,5,5,2,2,4,4,5,2,3,4,3,5,3,4,3,4,3,2,5,3,2,5,2,3,1,4,4,3,4,3
159,1,0,0,0,0,0,0,0,0,0,0,3,5,1,2,3,5,5,2,1,1,1,5,4,2,2,2,3,2,5,3,1,3,1,3,1,5,2,1,4,2
160,2,0,0,0,0,0,0,0,1,0,0,3,3,2,1,2,2,2,2,3,2,1,2,1,4,4,1,1,1,4,1,1,1,1,1,1,3,5,1,1,2
161,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,4,3,4,3,4,3,3,4,3,3,4,4,2,2,3,2,2,2,2,2,3,3,3,3,3,3
162,2,0,0,0,0,0,1,0,0,0,0,5,5,2,5,5,3,5,2,5,2,5,5,5,3,2,5,4,2,5,5,5,5,5,5,3,5,3,5,5,2
163,2,0,0,0,0,0,0,0,0,0,0,3,4,4,3,2,NA,NA,1,2,3,1,3,2,2,3,3,2,1,1,1,1,1,1,1,1,2,5,5,1,3
164,2,0,0,1,0,0,1,0,0,0,0,4,5,4,4,4,1,4,4,5,2,3,4,2,4,4,3,3,3,4,3,4,2,3,2,2,4,4,4,2,4
165,2,1,0,0,0,0,0,0,1,1,1,3,4,3,4,1,1,3,4,3,3,2,2,1,4,3,3,1,1,4,2,1,3,1,2,2,3,NA,3,1,2
166,2,0,0,0,0,0,0,0,0,0,0,1,2,4,2,3,2,1,3,3,4,4,NA,2,4,3,4,3,1,3,2,4,3,1,2,3,2,3,4,1,4
167,2,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,2,2,3,2,2,2,4,2,3,4,4,1,1,4,2,2,1,1,1,2,3,4,2,3,2
168,2,0,0,0,0,0,0,0,1,0,0,3,4,4,3,3,2,2,3,4,2,4,5,4,4,4,5,3,3,3,3,4,2,4,1,2,4,3,2,1,5
169,2,0,0,0,0,0,0,0,0,0,0,2,4,4,5,3,2,4,4,4,4,3,2,2,3,4,2,1,1,2,2,3,2,1,1,2,2,4,4,3,4
170,2,0,0,0,0,0,0,0,0,0,0,2,5,4,2,5,NA,3,5,3,2,2,3,2,5,5,4,3,3,1,2,2,1,1,4,2,2,4,2,2,4
171,1,0,0,0,0,0,1,0,0,0,0,5,5,3,1,3,3,5,3,3,1,2,5,3,3,4,4,4,2,5,3,3,3,1,4,3,5,2,3,4,3
172,2,0,0,0,0,0,0,0,1,1,0,5,5,5,2,3,1,5,5,5,1,4,2,1,5,3,5,4,1,4,1,4,4,2,1,4,5,3,4,3,3
173,1,0,0,0,0,0,0,0,0,0,0,4,5,3,2,1,3,4,3,1,2,1,4,1,4,5,1,1,1,5,1,1,2,1,1,2,5,4,1,3,3
174,2,0,0,0,0,0,1,0,0,0,0,5,5,3,5,5,4,4,4,5,3,5,5,5,5,5,5,3,2,4,4,5,4,3,5,4,4,4,2,5,1
175,2,0,0,0,0,0,0,0,0,0,0,2,3,4,NA,4,3,3,1,3,3,2,4,4,NA,3,5,4,3,3,4,4,3,1,2,2,3,3,4,3,3
176,2,0,0,0,0,0,1,0,0,0,0,3,5,4,1,2,3,1,1,3,3,1,1,1,4,5,1,1,1,4,1,1,1,1,1,1,2,4,1,1,5
177,2,1,0,0,1,0,1,0,1,0,0,1,5,1,5,5,NA,5,3,5,1,5,5,1,5,5,5,5,5,5,3,5,1,5,1,3,5,1,5,1,5
178,1,0,0,0,0,0,1,0,1,0,0,3,4,5,2,3,3,4,4,4,2,5,4,2,4,4,5,2,1,4,2,4,2,4,3,3,5,4,5,2,3
179,1,0,0,0,0,0,1,0,0,0,0,5,5,3,2,3,4,3,1,1,1,2,4,3,3,5,3,3,1,4,4,1,2,1,3,3,5,4,3,2,3
180,2,0,0,0,1,0,0,0,1,0,0,3,5,5,4,5,3,4,3,4,3,4,4,3,4,5,5,3,2,5,2,3,2,4,3,2,4,3,2,2,5
181,1,0,0,0,0,0,0,0,1,0,0,5,3,2,2,5,3,5,2,4,2,3,5,5,3,1,5,4,2,3,4,4,4,3,5,3,3,2,1,5,3
182,2,1,0,0,0,0,0,0,0,1,0,3,5,2,2,5,2,3,2,4,2,5,4,4,3,4,5,3,2,5,5,5,3,3,5,1,5,4,5,4,4
183,2,0,0,0,0,0,0,0,0,0,0,1,2,3,5,1,1,1,5,4,4,4,1,1,5,3,5,2,3,2,1,3,4,3,1,2,2,5,5,1,3
184,2,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,3,3,2,2,3,5,4,1,5,5,5,2,2,4,1,4,1,2,1,1,2,5,1,1,4
185,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,1,2,4,3,1,3,3,4,2,4,5,3,3,1,3,1,1,1,1,1,3,2,4,1,2,3
186,2,1,0,0,0,0,1,1,0,1,1,5,5,2,1,5,5,1,1,1,1,1,4,4,2,3,1,1,1,5,5,5,2,1,2,2,5,5,1,1,1
187,1,0,0,0,0,0,0,0,0,0,0,3,4,4,2,2,2,2,3,2,4,2,2,2,3,4,3,1,1,3,2,1,1,1,1,1,1,4,1,1,4
188,1,1,0,0,0,0,1,0,0,0,0,2,5,3,4,2,3,1,4,2,4,2,2,1,4,4,4,1,2,5,2,3,2,3,1,2,5,4,3,1,3
189,2,1,0,0,1,1,1,0,1,1,0,4,4,1,1,5,3,4,1,5,3,5,5,5,5,3,5,5,3,4,2,5,3,5,3,3,4,2,5,1,1
190,2,0,0,0,0,0,1,0,0,1,0,3,5,2,2,5,3,4,4,5,2,3,4,5,3,2,3,3,2,5,4,4,5,5,3,2,4,2,4,3,2
191,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,1,3,3,1,3,1,2,1,5,5,1,2,1,5,1,1,2,1,1,1,3,3,1,1,5
192,2,1,0,0,0,0,0,0,0,0,0,5,5,3,1,5,3,4,2,2,1,3,5,4,5,4,5,4,1,5,2,4,2,4,4,1,5,3,4,4,2
193,2,0,0,0,0,0,1,0,0,0,1,3,4,3,4,4,1,3,1,4,2,4,4,4,4,4,4,1,1,4,2,4,2,5,3,1,3,3,1,1,3
194,2,0,0,0,1,0,0,0,0,0,0,4,5,4,1,5,4,3,3,3,4,5,5,5,4,5,3,2,1,4,4,5,2,4,4,3,4,4,4,1,3
195,1,0,0,0,0,0,0,0,0,0,0,3,3,5,2,5,1,4,4,5,3,5,3,4,5,5,5,3,4,3,5,5,2,5,1,4,3,3,5,NA,3
196,1,0,0,0,0,0,0,0,0,0,0,3,5,2,2,5,3,3,2,5,4,2,2,5,3,4,3,2,1,5,5,3,2,3,4,2,4,4,3,5,2
197,1,1,1,0,0,0,0,0,0,0,0,2,4,5,5,2,1,2,5,5,3,NA,1,1,5,5,5,2,1,4,1,1,2,4,1,3,1,2,5,1,4
198,1,0,0,0,0,0,0,0,0,0,0,2,4,4,3,2,2,2,3,1,4,2,3,2,4,4,1,1,1,4,2,1,2,1,2,1,2,5,2,1,4
199,1,0,0,0,0,0,0,0,0,0,0,2,4,5,5,4,4,3,5,5,4,5,3,1,5,4,5,4,3,5,1,5,2,5,1,4,3,3,5,1,5
200,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,1,3,1,2,1,3,1,1,1,3,5,1,1,1,3,1,1,2,1,1,2,2,4,1,2,5
201,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,2,4,3,1,2,1,5,2,2,2,2,4,3,3,2,2,2,2,2,2,3,3,2,2,2
202,2,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,3,2,2,2,2,1,2,1,2,3,2,2,1,2,2,1,2,1,2,2,2,3,2,2,3
203,2,1,0,0,1,0,1,0,0,0,0,5,5,1,5,5,1,5,5,5,1,2,5,2,NA,4,5,3,2,5,3,3,2,5,2,4,5,2,2,2,2
204,2,1,1,0,0,0,0,0,0,0,0,2,4,2,1,5,4,1,3,NA,4,4,4,5,4,3,5,3,1,5,1,5,3,4,2,4,3,4,2,3,3
205,2,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,2,4,4,3,2,3,4,3,5,4,5,3,4,4,3,4,2,3,3,4,4,2,2,2,3
206,1,0,0,0,0,0,1,0,1,1,0,2,4,5,1,2,2,4,4,2,2,3,3,3,3,3,3,2,3,3,1,3,3,1,1,3,3,3,3,3,3
207,2,0,0,0,0,0,0,0,1,0,0,2,5,4,3,1,5,1,1,1,1,1,3,2,2,5,1,1,2,4,1,1,1,1,1,1,5,4,1,1,5
208,2,0,0,0,0,0,1,0,0,0,1,4,5,3,3,3,1,3,3,1,1,4,5,3,5,3,5,4,4,4,4,2,2,2,3,1,5,3,1,3,3
209,1,0,0,0,0,0,0,0,0,0,0,2,4,4,1,1,2,3,3,1,2,NA,3,1,4,4,3,3,2,4,1,1,1,1,1,1,4,3,1,2,3
210,6,1,0,0,0,0,0,0,0,0,0,3,5,2,1,3,3,3,3,2,2,2,3,3,2,NA,3,3,3,3,3,3,3,3,3,2,3,3,2,4,3
211,2,0,0,0,1,1,0,0,1,1,0,5,5,5,4,5,3,5,2,5,2,5,5,2,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,2,2
212,1,0,0,0,0,0,1,0,0,0,0,3,5,3,2,3,4,3,2,1,4,1,3,3,3,5,4,2,1,5,2,2,1,1,1,3,4,5,1,3,4
213,2,1,0,0,1,0,0,0,1,0,0,4,3,3,4,5,1,4,4,5,3,5,4,4,4,3,4,3,4,4,3,5,3,5,4,4,2,3,5,4,3
214,2,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,2,3,3,5,3,5,3,3,4,3,5,3,2,5,4,5,3,3,2,4,2,3,5,1,4
215,2,1,1,1,0,0,1,1,1,0,1,2,5,5,3,1,4,1,3,1,4,2,2,1,4,5,2,1,1,5,1,2,1,1,1,4,3,4,1,1,5
216,2,0,0,1,0,0,1,0,0,1,1,1,5,5,5,4,4,2,5,4,3,5,5,3,4,4,3,1,4,5,5,1,4,1,1,2,3,2,4,4,4
217,2,0,0,0,0,0,1,0,0,0,1,5,4,1,3,5,3,1,5,5,1,5,5,2,5,NA,5,4,2,5,4,5,1,5,2,2,5,2,1,1,2
218,2,1,0,0,0,0,0,0,0,0,0,2,4,3,2,2,2,2,4,4,3,3,2,2,4,3,3,2,1,4,2,3,2,3,2,2,2,3,4,2,3
219,2,0,0,0,0,0,1,0,0,1,0,4,3,3,3,4,3,3,3,5,4,5,5,4,5,4,5,4,2,3,2,5,2,4,2,3,3,3,4,2,4
220,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,1,4,3,5,3,5,2,1,5,5,5,3,2,2,1,5,2,1,1,3,2,2,2,1,4
221,1,0,0,0,0,0,1,0,0,0,0,3,3,4,3,2,1,2,3,1,2,1,2,1,5,4,3,2,1,2,1,1,2,1,1,2,2,2,1,2,2
222,2,0,0,0,0,0,1,0,0,0,0,2,5,4,5,2,3,2,4,4,5,3,2,2,3,5,4,2,2,5,2,4,2,1,1,2,2,3,4,5,5
223,2,0,0,0,0,0,0,0,0,0,0,3,4,5,4,5,2,4,4,4,3,3,4,4,4,5,4,2,2,3,3,4,1,3,2,1,3,3,4,3,4
224,2,1,0,0,1,0,1,1,1,1,1,5,5,4,4,5,3,5,4,3,1,5,5,5,5,4,5,3,3,5,5,5,3,5,5,2,5,1,5,3,3
225,1,0,1,0,0,0,0,0,0,0,0,3,4,4,2,2,5,3,3,2,3,2,5,5,2,3,3,2,1,3,3,2,2,2,2,2,3,3,2,2,5
226,2,0,0,0,0,0,1,0,1,1,1,2,4,4,2,2,4,4,4,3,2,4,4,4,4,3,5,3,3,3,2,4,2,4,5,4,4,4,4,2,4
227,2,0,0,0,0,0,0,0,0,0,0,3,5,5,4,5,1,3,5,5,3,5,4,4,5,3,5,3,4,4,2,5,2,5,1,3,3,3,5,2,2
228,2,0,0,0,0,0,1,0,0,0,1,3,3,2,2,1,3,3,3,4,4,4,4,4,4,4,4,2,3,5,3,4,1,3,4,2,5,4,4,4,4
229,1,0,0,0,0,0,1,0,0,1,0,2,4,3,2,2,3,2,4,1,3,1,2,1,3,5,2,1,1,4,1,1,1,1,1,1,3,NA,1,1,3
230,2,1,0,0,0,0,0,0,0,1,0,4,4,2,5,5,4,4,5,5,2,4,4,4,5,2,5,3,2,5,3,4,2,5,3,1,4,2,3,1,2
231,2,0,0,0,0,0,0,0,0,0,0,1,3,5,5,1,3,1,5,1,5,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,1,5,2,1,5
232,2,1,0,1,0,0,1,1,0,0,0,4,5,1,1,4,4,5,2,1,1,2,4,1,3,3,5,4,1,2,1,1,3,1,3,1,5,1,2,1,2
233,2,0,0,0,0,0,1,0,0,0,1,3,5,4,2,5,3,4,2,2,1,4,5,2,2,1,5,3,3,4,2,5,5,2,2,4,4,3,4,2,1
234,2,0,0,0,0,0,1,0,0,0,0,3,NA,4,NA,4,2,4,3,4,2,2,4,1,1,4,4,4,1,4,1,1,1,2,1,2,3,2,4,2,3
235,2,0,0,0,0,0,0,0,1,0,1,4,5,3,5,5,2,1,4,5,2,2,3,2,5,3,4,1,NA,5,2,5,3,3,1,3,4,5,3,2,3
236,2,0,0,0,0,0,0,0,0,1,0,2,4,3,1,3,2,2,3,2,3,2,2,4,4,3,4,2,1,4,3,3,3,2,3,3,3,3,3,2,3
237,2,1,0,0,1,0,0,0,0,0,0,4,4,1,2,2,4,4,3,4,2,4,4,4,3,5,5,2,1,5,4,5,2,4,4,2,4,3,4,4,2
238,2,0,0,0,1,0,1,0,1,0,0,5,5,1,4,5,5,5,1,3,1,5,5,5,3,5,3,5,2,5,5,5,3,3,5,3,5,3,5,5,1
239,2,0,0,0,0,0,0,0,1,0,0,4,4,3,5,5,3,3,5,5,1,4,4,4,4,4,5,3,3,5,4,5,3,5,3,3,3,4,5,3,3
240,2,1,1,0,1,1,1,1,1,1,0,5,5,4,4,5,5,5,5,5,1,2,2,2,4,4,5,5,5,5,5,1,3,5,4,4,4,2,5,5,4
241,1,1,1,0,0,0,0,0,0,0,0,5,5,3,3,3,4,5,5,2,2,3,5,3,5,4,4,4,3,5,3,3,3,3,3,2,5,3,1,4,2
242,2,0,0,0,0,0,0,0,0,0,0,3,5,1,1,5,3,4,3,1,3,5,5,5,5,4,5,1,1,5,5,5,2,1,1,1,5,4,1,1,4
243,1,0,0,0,0,0,1,0,0,0,0,5,5,2,1,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
244,2,0,0,0,0,0,0,0,0,1,0,2,3,5,1,1,1,2,2,2,3,3,3,2,5,5,3,1,1,2,2,3,2,1,1,2,3,5,4,2,4
245,1,0,0,0,0,0,1,0,0,0,0,2,2,4,5,1,1,2,5,1,2,1,1,1,5,5,1,1,2,4,1,1,1,1,1,3,1,5,1,1,1
246,2,0,0,0,0,0,0,0,1,0,1,4,3,4,3,4,2,3,3,2,3,3,3,2,4,4,5,3,1,2,2,3,2,1,4,3,4,2,3,2,3
247,2,1,0,1,0,0,1,0,1,0,1,4,5,5,3,5,2,5,3,2,1,4,4,5,5,5,5,4,2,NA,4,5,2,2,1,1,5,3,3,3,5
248,1,0,0,0,0,0,1,0,0,1,1,2,4,4,5,2,2,2,4,3,4,2,2,3,5,5,2,1,2,3,1,3,1,2,1,3,3,5,3,2,5
249,2,1,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,3,2,4,5,2,4,2,2,2,5,3,1,4,1,2,4,4,2,1,5,3,4,1,3
250,2,0,0,0,1,0,1,0,1,0,0,5,5,2,1,5,3,5,2,2,2,2,5,5,3,2,5,4,3,5,5,3,5,4,5,3,4,2,5,3,2
251,2,0,0,0,1,0,1,1,1,1,0,5,5,2,5,5,3,5,5,5,1,4,5,5,5,4,5,4,1,5,5,5,3,5,5,2,5,3,4,5,1
252,2,0,0,0,0,0,0,0,0,0,0,2,2,4,5,3,1,3,4,5,4,5,5,2,5,3,5,4,4,4,5,5,3,4,3,5,3,3,4,2,4
253,2,0,0,0,0,0,0,0,0,0,0,1,3,3,4,1,2,1,3,2,2,2,1,2,4,4,1,1,1,3,2,3,1,2,3,1,3,3,2,4,2
254,1,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,2,3,4,5,5,3,3,1,5,5,3,2,4,5,2,4,2,4,1,3,2,4,3,1,5
255,1,0,0,1,1,0,1,0,1,0,0,5,NA,3,1,5,1,4,5,5,4,5,5,5,5,4,5,2,4,4,5,5,1,5,1,5,2,3,5,2,5
256,2,0,0,0,1,0,0,0,0,0,0,3,4,3,3,5,4,3,2,4,3,2,4,3,3,4,5,3,3,4,4,2,2,3,4,3,3,4,3,3,3
257,2,0,0,1,1,1,1,0,0,1,0,3,5,4,5,4,5,5,5,5,2,5,5,5,5,3,5,3,1,5,5,5,4,5,5,2,5,3,5,5,1
258,2,0,0,1,0,0,0,0,1,0,0,4,5,1,4,5,5,4,3,3,2,5,5,5,4,4,5,4,3,5,5,3,5,3,4,3,4,3,1,4,2
259,2,1,1,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,2,0,0,0,0,0,0,0,0,0,0,3,5,3,2,3,5,2,4,3,4,4,3,3,4,4,4,3,2,5,2,4,2,1,5,3,3,4,3,2,3
261,2,0,0,0,0,0,0,0,1,0,0,3,4,3,4,3,2,2,4,3,3,2,3,2,4,3,4,2,1,4,2,2,3,2,3,2,3,4,4,3,2
262,2,1,1,0,0,0,0,0,0,0,0,3,4,5,4,2,3,2,3,2,4,3,2,2,4,4,2,2,2,3,1,1,1,1,1,2,2,NA,3,4,4
263,1,0,0,0,0,0,1,0,0,0,0,1,3,5,5,3,1,1,5,1,3,4,3,1,5,3,3,1,1,5,1,1,1,1,1,1,3,5,4,1,5
264,2,0,0,0,0,0,1,0,0,0,0,4,4,3,3,3,2,4,3,4,2,3,4,2,2,2,3,3,1,3,2,3,3,2,2,2,2,3,2,2,3
265,2,0,0,0,1,0,0,0,0,0,0,4,4,1,2,5,2,4,3,5,4,5,5,5,3,4,5,4,1,3,4,5,2,5,5,3,3,2,5,2,1
266,1,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,3,2,2,3,3,1,3,2,3,3,2,3,1,3,2,1,2,1,1,2,2,4,2,2,3
267,2,0,0,0,0,0,0,0,0,0,0,3,5,4,3,5,3,3,3,4,1,2,5,4,5,4,5,3,2,5,3,5,2,3,3,3,5,3,2,NA,2
268,1,0,1,0,0,0,0,0,0,1,0,5,5,2,4,5,2,4,1,4,1,5,5,5,4,3,5,4,2,5,5,5,4,5,4,2,5,3,4,5,5
269,2,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1
270,1,0,0,0,1,0,1,0,1,0,1,5,5,5,5,1,1,5,5,5,2,5,5,4,5,5,5,3,4,5,4,5,1,5,3,5,5,2,5,2,2
271,2,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,3,3,4,2,5,2,2,3,5,5,NA,1,1,5,3,3,3,3,3,1,1,1,1,1,1
272,2,0,0,0,0,0,0,0,0,0,0,3,5,1,5,4,2,2,4,1,1,2,5,4,5,5,2,1,1,5,2,1,2,1,1,1,4,4,3,3,2
273,1,0,0,0,0,0,0,0,0,0,0,3,4,2,4,1,4,2,2,2,3,2,3,2,3,3,3,1,2,3,2,2,2,1,2,1,2,2,3,2,3
274,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,1,5
275,1,1,0,0,0,0,1,0,1,1,0,3,4,5,1,5,3,4,3,2,3,2,5,2,4,3,5,3,1,4,1,3,3,1,1,4,3,2,2,1,5
276,1,0,0,0,1,0,1,0,0,0,0,4,5,2,2,3,3,4,3,1,2,1,3,3,3,3,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1
277,2,0,0,0,0,0,0,0,0,0,0,1,5,2,1,1,2,2,1,1,2,1,2,1,2,3,1,1,1,5,1,1,2,1,1,1,2,2,1,1,4
278,1,0,0,0,0,0,1,0,1,1,1,4,5,4,2,3,2,2,4,2,2,1,3,2,5,1,4,2,3,3,2,1,5,4,2,2,4,4,3,2,3
279,2,0,0,0,1,0,0,0,0,0,0,4,4,2,4,5,3,3,2,5,2,5,4,3,4,4,5,1,1,4,3,5,3,5,3,2,4,3,5,3,2
280,1,1,0,0,1,0,1,0,0,0,0,5,5,2,4,2,2,5,5,3,2,4,4,2,5,2,5,2,4,5,2,2,4,3,3,4,5,3,2,2,3
